iter	Logloss	Accuracy
867	0.1675356698	0.9551192146
868	0.1674268134	0.9551192146
869	0.1673204108	0.9551192146
870	0.1671307889	0.9551192146
871	0.1669340703	0.9551192146
872	0.1668687794	0.9551192146
873	0.1665918097	0.9551192146
874	0.1665237703	0.9551192146
875	0.1664377888	0.9551192146
876	0.1661789665	0.9551192146
877	0.1659195476	0.9551192146
878	0.1657407407	0.9551192146
879	0.165469963	0.9551192146
880	0.165185819	0.9551192146
881	0.1651427927	0.9551192146
882	0.1649515327	0.9551192146
883	0.164712244	0.9551192146
884	0.1644014567	0.9551192146
885	0.1643018428	0.9551192146
886	0.1643002193	0.9551192146
887	0.164180295	0.9551192146
888	0.1640016164	0.9551192146
889	0.1639540666	0.9551192146
890	0.1637981025	0.9551192146
891	0.1636424576	0.9551192146
892	0.1634333288	0.9551192146
893	0.1630126338	0.9551192146
894	0.1628841811	0.9551192146
895	0.1626696814	0.9551192146
896	0.1626304815	0.9551192146
897	0.1623435875	0.9551192146
898	0.1622875452	0.9551192146
899	0.1622040677	0.9551192146
900	0.1621379429	0.9551192146
901	0.1619484563	0.9551192146
902	0.1619153894	0.9551192146
903	0.1616998048	0.9551192146
904	0.1616531547	0.9551192146
905	0.1614885188	0.9551192146
906	0.1614106584	0.9551192146
907	0.1613280313	0.9551192146
908	0.1612394875	0.9551192146
909	0.1610501853	0.9551192146
910	0.1610329315	0.9551192146
911	0.160873886	0.9551192146
912	0.1607532808	0.9551192146
913	0.1607238967	0.9551192146
914	0.1602769304	0.9551192146
915	0.1599868607	0.9551192146
916	0.1599467644	0.9551192146
917	0.159918315	0.9551192146
918	0.1597592488	0.9551192146
919	0.1596029352	0.9551192146
920	0.1595044906	0.9551192146
921	0.159483632	0.9551192146
922	0.1593988193	0.9551192146
923	0.1593135554	0.9551192146
924	0.1591498048	0.9551192146
925	0.1590097433	0.9551192146
926	0.1590001395	0.9551192146
927	0.1589683245	0.9551192146
928	0.1587390019	0.9551192146
929	0.1585243178	0.9551192146
930	0.1585162849	0.9551192146
931	0.1583603875	0.9551192146
932	0.1582658563	0.9551192146
933	0.157929058	0.9551192146
934	0.1578474134	0.9551192146
935	0.1577510884	0.9551192146
936	0.1575737921	0.9551192146
937	0.1574628011	0.9551192146
938	0.1574483493	0.9551192146
939	0.157282746	0.9551192146
940	0.1570888416	0.9551192146
941	0.1570278667	0.9551192146
942	0.1570082415	0.9551192146
943	0.15694314	0.9551192146
944	0.1567463571	0.9551192146
945	0.1566093356	0.9551192146
946	0.1565605124	0.9551192146
947	0.1565508267	0.9551192146
948	0.1563253826	0.9551192146
949	0.1562147704	0.9551192146
950	0.1560805292	0.9565217391
951	0.1559807671	0.9565217391
952	0.1556649874	0.9565217391
953	0.1556198344	0.9565217391
954	0.1554533482	0.9565217391
955	0.1554228796	0.9565217391
956	0.1554082198	0.9565217391
957	0.1552100909	0.9565217391
958	0.1551431946	0.9565217391
959	0.1550218539	0.9565217391
960	0.1549203396	0.9565217391
961	0.1548363878	0.9565217391
962	0.154444922	0.9565217391
963	0.1543488132	0.9565217391
964	0.1542829453	0.9565217391
965	0.1541605987	0.9565217391
966	0.1541482218	0.9565217391
967	0.1539104424	0.9565217391
968	0.1533755173	0.9565217391
969	0.1532326208	0.9565217391
970	0.1532116882	0.9565217391
971	0.152932365	0.9565217391
972	0.1528467313	0.9565217391
973	0.1527603967	0.9565217391
974	0.1526837261	0.9565217391
975	0.1525319651	0.9565217391
976	0.1525308148	0.9565217391
977	0.1524715341	0.9565217391
978	0.152311252	0.9565217391
979	0.1520967224	0.9565217391
980	0.15191457	0.9565217391
981	0.1517773915	0.9565217391
982	0.151764235	0.9565217391
983	0.1517379018	0.9565217391
984	0.1515904177	0.9565217391
985	0.1515085571	0.9565217391
986	0.1514637252	0.9565217391
987	0.1513090903	0.9565217391
988	0.1512010919	0.9565217391
989	0.1510394019	0.9565217391
990	0.1509867738	0.9565217391
991	0.1508559504	0.9565217391
992	0.150471503	0.9565217391
993	0.1503909312	0.9565217391
994	0.1503106435	0.9565217391
995	0.1502721686	0.9565217391
996	0.1501021062	0.9579242637
997	0.15004979	0.9579242637
998	0.1500485946	0.9579242637
999	0.1500234305	0.9579242637
97998	0.135998	0.1366208508	0.97999	0.134999	0.1364562815	0.9705469846
.9635854342
997	0.1553015404	0.9635854342
998	0.1551604112	0.9649859944
999	0.1550729679	0.9649859944
