iter	Passed	Remaining
835	10773	2113
836	10784	2100
837	10796	2087
838	10808	2074
839	10819	2060
840	10830	2047
841	10844	2034
842	10856	2021
843	10867	2008
844	10878	1995
845	10889	1982
846	10900	1969
847	10910	1955
848	10929	1943
849	10948	1932
850	10966	1920
851	10984	1908
852	10999	1895
853	11013	1882
854	11024	1869
855	11038	1856
856	11050	1843
857	11062	1830
858	11073	1817
859	11084	1804
860	11096	1791
861	11119	1780
862	11133	1767
863	11146	1754
864	11158	1741
865	11171	1728
866	11184	1715
867	11195	1702
868	11208	1689
869	11225	1677
870	11239	1664
871	11259	1652
872	11270	1639
873	11280	1626
874	11290	1612
875	11301	1599
876	11318	1587
877	11335	1575
878	11351	1562
879	11368	1550
880	11379	1537
881	11397	1524
882	11413	1512
883	11426	1499
884	11439	1486
885	11453	1473
886	11555	1472
887	11574	1459
888	11592	1447
889	11607	1434
890	11620	1421
891	11631	1408
892	11644	1395
893	11658	1382
894	11671	1369
895	11683	1356
896	11694	1342
897	11704	1329
898	11716	1316
899	11727	1303
900	11738	1289
901	11756	1277
902	11767	1264
903	11777	1250
904	11788	1237
905	11799	1224
906	11810	1211
907	11821	1197
908	11836	1184
909	11847	1171
910	11858	1158
911	11869	1145
912	11880	1132
913	11890	1118
914	11902	1105
915	11915	1092
916	11934	1080
917	11948	1067
918	11961	1054
919	11971	1041
920	11983	1027
921	12000	1015
922	12017	1002
923	12032	989
924	12046	976
925	12061	963
926	12072	950
927	12083	937
928	12095	924
929	12105	911
930	12115	897
931	12127	884
932	12138	871
933	12149	858
934	12160	845
935	12171	832
936	12181	819
937	12192	805
938	12202	792
939	12214	779
940	12225	766
941	12236	753
942	12255	740
943	12266	727
944	12277	714
945	12288	701
946	12299	688
947	12310	675
948	12321	662
949	12332	649
950	12343	636
951	12357	623
952	12368	609
953	12379	596
954	12390	583
955	12401	570
956	12412	557
957	12423	544
958	12434	531
959	12445	518
960	12456	505
961	12475	492
962	12486	479
963	12498	466
964	12509	453
965	12520	440
966	12532	427
967	12584	416
968	12648	404
969	12665	391
970	12678	378
971	12693	365
972	12705	352
973	12716	339
974	12727	326
975	12737	313
976	12752	300
977	12763	287
978	12774	274
979	12784	260
980	12795	247
981	12807	234
982	12818	221
983	12831	208
984	12842	195
985	12854	182
986	12865	169
987	12876	156
988	12888	143
989	12899	130
990	12910	117
991	12921	104
992	12933	91
993	12943	78
994	12956	65
995	12966	52
996	12980	39
997	12991	26
998	13002	13
999	13013	0
